OBJECTID,ID,ADDRESS,TERMINAL_NUMBER,LATITUDE,LONGITUDE,INSTALLED,LOCKED,INSTALL_DATE,REMOVAL_DATE,TEMPORARY_INSTALL,NUMBER_OF_BIKES,NUMBER_OF_EMPTY_DOCKS,X,Y,SE_ANNO_CAD_DATA
129943014,130,Wilson Blvd & N Uhle St,31017,38.891696,-77.0846,YES,NO,,,NO,4,10,392660.615824,135986.892423,
129943015,131,N Rhodes & 16th St N,31018,38.892164,-77.079375,YES,NO,,,NO,2,9,393113.950267,136038.436975,
129943016,132,Fairfax Village,31706,38.86559,-76.952103,YES,NO,,,NO,6,9,404156.774847,133086.617677,
129943017,133,21st St & Constitution Ave NW,31261,38.892459,-77.046567,YES,NO,,,NO,9,5,395960.17161,136069.220972,
129943018,134,Wilson Blvd & N Edgewood St,31019,38.889,-77.0925,YES,NO,,,NO,7,8,391974.956594,135688.280275,
129943019,135,Columbia Rd & Belmont St NW,31113,38.920669,-77.04368,YES,NO,,,NO,12,7,396212.125979,139200.636678,
129943020,136,17th & Rhode Island Ave NW,31239,38.906602,-77.038785,YES,NO,,,NO,2,21,396635.950679,137638.891467,
129943021,137,Thomas Circle,31241,38.9059,-77.0325,YES,NO,,,NO,0,32,397181.057627,137560.750916,
129943022,138,Wilson Blvd & Franklin Rd,31020,38.8904,-77.0889,YES,NO,,,NO,8,3,392287.433852,135843.380827,
129943023,139,Clarendon Blvd & N Fillmore St,31021,38.8881,-77.09308,YES,NO,,,NO,5,10,391924.535553,135588.424463,
129943024,140,Clarendon Metro / Wilson Blvd & N Highland St,31022,38.88786,-77.094875,YES,NO,,,NO,1,16,391768.776735,135561.942929,
129943025,141,18th St & Pennsylvania Ave NW,31242,38.89968,-77.041539,YES,NO,,,NO,0,27,396396.730564,136870.598717,
129943026,142,Maryland & Independence Ave SW,31243,38.887299,-77.018939,YES,NO,,,NO,0,38,398356.865453,135495.560709,
129943027,143,4th & E St SW,31244,38.88412,-77.017445,YES,NO,,,NO,3,16,398486.416422,135142.641295,
129943028,144,3rd & G St SE,31625,38.881185,-77.001828,YES,NO,,,NO,11,6,399841.390392,134816.690732,
129943029,145,7th & R St NW / Shaw Library,31245,38.912719,-77.022155,YES,NO,,,NO,8,7,398078.532356,138317.44722,
129943030,146,9th & Upshur St NW,31404,38.9418,-77.0251,YES,NO,,,NO,11,4,397824.004844,141545.753478,
129943031,147,1st & Rhode Island Ave NW,31506,38.915417,-77.012289,YES,NO,,,NO,14,1,398934.235035,138616.786183,
129943032,148,Columbia Rd & Georgia Ave NW,31115,38.928156,-77.02344,YES,NO,,,NO,11,8,397967.526376,140031.112124,
129943033,149,California St & Florida Ave NW,31116,38.917761,-77.04062,YES,NO,,,NO,12,7,396477.341628,138877.701748,
129943034,150,Benning Rd & East Capitol St NE / Benning Rd Metro,31707,38.889935,-76.93723,YES,NO,,,NO,15,4,405445.680212,135789.879029,
129943035,151,3000 Connecticut Ave NW / National Zoo,31307,38.930282,-77.055599,YES,NO,,,NO,9,6,395179.175508,140268.323549,
129943036,152,Anacostia Ave & Benning Rd NE / River Terrace,31708,38.896544,-76.96012,YES,NO,,,NO,5,10,403459.512812,136522.413554,
129943037,153,M St & Pennsylvania Ave NW,31246,38.905126,-77.056887,YES,NO,,,NO,13,5,395065.75668,137475.866237,
129943038,154,15th St & Massachusetts Ave SE,31626,38.88732,-76.983569,YES,NO,,,NO,11,4,401425.541784,135497.849719,
129943039,155,Congress Heights Metro,31806,38.844711,-76.987823,YES,NO,,,NO,10,5,401057.09872,130767.879227,
129943040,156,N Quincy St & Glebe Rd,31035,38.876393,-77.107735,YES,NO,,,NO,11,0,390651.559224,134290.257043,
129943041,157,Wilson Blvd & N Oakland St,31033,38.8815,-77.10396,YES,NO,,,NO,7,4,390979.771068,134856.792706,
129943042,158,N Veitch  & 20th St N,31029,38.896923,-77.086502,YES,NO,,,NO,7,8,392496.159675,136567.285109,
129943043,159,10th & K St NW,31263,38.9024,-77.02622,YES,NO,,,NO,0,22,397725.65242,137172.047399,
129943044,160,Fairfax Dr & Wilson Blvd,31023,38.885801,-77.097745,YES,NO,,,NO,3,8,391519.534884,135333.640782,
129943045,161,Key Blvd & N Quinn St,31027,38.896015,-77.078107,YES,NO,,,NO,4,7,393224.319293,136465.833354,
129943046,162,1st & K St SE,31628,38.87861,-77.006004,YES,NO,,,NO,7,7,399479.03367,134530.861647,
129943047,163,39th & Calvert St NW / Stoddert,31306,38.922649,-77.077271,YES,NO,,,NO,9,10,393299.343791,139422.363081,
129943048,164,1st & Washington Hospital Center NW,31507,38.928743,-77.012457,YES,NO,,,NO,1,13,398919.867077,140096.086928,
129943049,165,Virginia Square Metro / N Monroe St & 9th St N,31024,38.882788,-77.103148,YES,NO,,,NO,5,13,391050.38686,134999.690568,
129943050,166,Central Library / N Quincy St & 10th St N,31025,38.88397,-77.10783,YES,NO,,,NO,5,5,390644.309349,135131.370991,
129943051,167,Washington Blvd & 10th St N,31026,38.884734,-77.093485,YES,NO,,,NO,11,4,391889.015803,135214.80848,
129943052,168,Jefferson Dr & 14th St SW,31247,38.888553,-77.032429,YES,NO,,,NO,9,12,397186.531869,135635.093742,
129943053,169,Smithsonian / Jefferson Dr & 12th St SW,31248,38.888767,-77.02858,YES,NO,,,NO,13,9,397520.469999,135658.737824,
129943054,170,George Mason Dr & Wilson Blvd,31036,38.87887,-77.1207,YES,NO,,,NO,9,6,389526.917276,134566.630152,
129943055,171,6th St & Indiana Ave NW,31264,38.894573,-77.01994,YES,NO,,,NO,2,17,398270.195761,136303.050191,
129943056,172,N Veitch & Key Blvd,31028,38.893241,-77.086045,YES,NO,,,NO,0,11,392535.418059,136158.516669,
129943057,173,Lee Hwy & N Adams St,31030,38.89593,-77.089006,YES,NO,,,NO,6,12,392278.836294,136457.263078,
129943058,174,15th & N Scott St,31031,38.89054,-77.08095,YES,NO,,,NO,5,6,392977.153865,135858.280289,
129943059,175,Washington Blvd & 7th St N,31032,38.880834,-77.091129,YES,NO,,,NO,7,3,392092.995806,134781.672056,
129943060,176,Ballston Metro / N Stuart & 9th St N,31037,38.881044,-77.111768,YES,NO,,,NO,5,18,390302.237819,134806.973737,
129943061,177,N Randolph St & Fairfax Dr,31034,38.882629,-77.109366,YES,NO,,,NO,2,8,390510.862587,134982.668325,
129943062,178,Jefferson Memorial,31249,38.879819,-77.037413,YES,NO,,,NO,10,9,396753.733753,134665.717928,
129943063,179,Good Hope Rd & 14th St SE,31803,38.866611,-76.985238,YES,NO,,,NO,9,6,401281.112282,133198.969293,
129943064,180,Glebe Rd & 11th St N,31038,38.883921,-77.116817,YES,NO,,,NO,5,5,389864.560686,135126.891031,
129943065,181,Wilson Blvd & N Quincy St,31039,38.880012,-77.107854,YES,NO,,,NO,4,11,390641.707932,134692.005426,
129943066,182,Fairfax Dr & Kenmore St,31040,38.884616,-77.10108,YES,NO,,,NO,4,7,391230.04103,135202.411806,
129943067,183,Gallaudet / 8th St & Florida Ave NE,31508,38.90509,-76.9941,YES,NO,,,NO,7,12,400511.752283,137470.34908,
129943068,185,20th & L St NW,31250,38.903584,-77.044789,YES,NO,,,NO,0,19,396115.024398,137304.107386,
129943069,186,12th & L St NW,31251,38.903819,-77.0284,YES,NO,,,NO,5,14,397536.60617,137329.624424,
129943070,187,21st St & Pennsylvania Ave NW,31252,38.901539,-77.046564,YES,NO,,,NO,0,19,395960.946,137077.172954,
129943071,188,19th & K St NW,31253,38.902204,-77.04337,YES,NO,,,NO,0,23,396238.034964,137150.856829,
129943072,189,Prince St & Union St,31041,38.803124,-77.040363,YES,NO,,,NO,12,7,396494.00268,126152.152182,
129943073,190,Market Square / King St & Royal St,31042,38.804718,-77.043363,YES,NO,,,NO,4,10,396233.501759,126329.215643,
129943074,191,Saint Asaph St & Pendleton  St,31043,38.810743,-77.044664,YES,NO,,,NO,8,6,396120.824491,126998.083157,
129943075,192,King St & Patrick St,31044,38.805317,-77.049883,YES,NO,,,NO,7,7,395667.21274,126395.997629,
129943076,193,15th & K St NW,31254,38.902,-77.03353,YES,NO,,,NO,0,27,397091.559827,137127.851685,
129943077,194,Commerce St & Fayette St,31045,38.805648,-77.05293,YES,NO,,,NO,10,5,395402.574714,126432.889739,
129943078,195,Henry St & Pendleton St,31046,38.811456,-77.050276,YES,NO,,,NO,9,8,395633.452468,127077.484152,
129943079,196,Braddock Rd Metro,31047,38.814577,-77.052808,YES,NO,,,NO,12,16,395413.744831,127424.059275,
129943080,197,King St Metro South,31048,38.805767,-77.06072,YES,NO,,,NO,7,16,394725.955161,126446.520671,
129943081,198,24th & N St NW,31255,38.9066,-77.05152,YES,NO,,,NO,0,15,395531.36981,137639.215791,
129943082,199,10th & E St NW,31256,38.895914,-77.026064,YES,NO,,,NO,1,12,397738.978438,136452.04567,
129943083,200,22nd & I St NW / Foggy Bottom,31257,38.90088,-77.048911,YES,NO,,,NO,8,7,395757.323375,137004.125126,
129943084,201,Utah St & 11th St N,31049,38.883669,-77.113905,YES,NO,,,NO,1,9,390117.18065,135098.597834,
129943085,202,Barton St & 10th St N,31050,38.884961,-77.08777,YES,NO,,,NO,6,5,392384.887064,135239.514964,
129943086,203,Arlington Blvd & N Queen St,31051,38.889365,-77.077294,YES,NO,,,NO,8,3,393294.220933,135727.571244,
129943087,204,Lincoln Memorial,31258,38.888251,-77.049426,YES,NO,,,NO,15,10,395711.891806,135602.230514,
129943088,206,20th St & Virginia Ave NW,31259,38.894722,-77.045128,YES,NO,,,NO,1,13,396085.133396,136320.369098,
129943089,207,5th St & Massachusetts Ave NW,31265,38.90093,-77.018677,YES,NO,,,NO,9,9,398379.905972,137008.704676,
129943090,208,39th & Veazey St NW,31308,38.943837,-77.077078,YES,NO,,,NO,10,5,393318.065954,141774.400349,
129943091,209,Fessenden St & Wisconsin Ave NW,31309,38.954812,-77.082426,YES,NO,,,NO,10,4,392855.545072,142993.129075,
129943092,210,M St & Delaware Ave NE,31627,38.905707,-77.003041,YES,NO,,,NO,2,20,399736.233011,137538.828948,
129943093,211,Columbia Pike & S Courthouse Rd,31053,38.863833,-77.080319,YES,NO,,,NO,8,7,393029.288047,132893.553852,
129943094,212,Walter Reed Community Center / Walter Reed Dr & 16th St S,31054,38.857803,-77.086733,YES,NO,,,NO,7,4,392471.995077,132224.689681,
129943095,213,28th St S & S Meade St,31055,38.846222,-77.069275,YES,NO,,,NO,12,3,393986.289148,130937.82205,
129943096,214,18th St & Wyoming Ave NW,31114,38.918809,-77.041571,YES,NO,,,NO,11,10,396394.921737,138994.07565,
129943097,215,5th & Kennedy St NW,31403,38.956595,-77.019815,YES,NO,,,NO,6,9,398282.534015,143188.019404,
129943098,216,Georgia Ave & Emerson St NW,31405,38.949662,-77.027333,YES,NO,,,NO,5,14,397630.680619,142418.561482,
129943099,217,14th & Upshur St NW,31406,38.942016,-77.032652,YES,NO,,,NO,9,10,397169.307652,141569.938488,
129943100,218,14th St & Colorado Ave NW,31407,38.956432,-77.032947,YES,NO,,,NO,10,9,397144.310854,143170.253834,
129943101,219,S Troy St & 26th St S,31056,38.847977,-77.075104,YES,NO,,,NO,4,7,393480.438413,131133.039435,
129943102,220,S Four Mile Run Dr & S Shirlington Rd,31057,38.8444,-77.085931,YES,NO,,,NO,7,4,392540.204267,130736.796557,
129943103,221,S Oakland St & Columbia Pike,31058,38.860789,-77.09586,YES,NO,,,NO,6,5,391680.163963,132556.94935,
129943104,222,S Four Mile Run & Walter Reed Dr,31059,38.84736,-77.095431,YES,NO,,,NO,7,4,391715.839155,131066.196287,
129943105,223,S Arlington Mill Dr & Campbell Ave,31060,38.84232,-77.089555,YES,NO,,,NO,10,5,392225.373118,130506.20461,
129943106,224,S Kenmore & 24th St S,31061,38.848454,-77.084918,YES,NO,,,NO,10,1,392628.56287,131186.736447,
129943107,225,13th St & Eastern Ave,32006,38.987,-77.029417,YES,NO,,,NO,7,8,397451.367918,146563.488466,
129943108,226,Wisconsin Ave & O St NW,31312,38.90849,-77.063586,YES,NO,,,NO,10,9,394484.961523,137849.680978,
129943109,227,S George Mason Dr & 13th St S,31062,38.854691,-77.100555,YES,NO,,,NO,5,6,391271.932258,131880.466189,
129943110,228,Connecticut & Nebraska Ave NW,31310,38.955016,-77.069956,YES,NO,,,NO,4,19,393936.426886,143014.872828,
129943111,229,17th St & Massachusetts Ave NW,31267,38.908142,-77.038359,YES,NO,,,NO,13,4,396672.971975,137809.828412,
129943112,230,15th & Euclid St  NW,31117,38.92333,-77.0352,YES,NO,,,NO,11,4,396947.614649,139495.712463,
129943113,231,8th & East Capitol St NE,31629,38.889988,-76.995193,YES,NO,,,NO,10,1,400417.036281,135793.901198,
129943114,232,New Jersey Ave & R St NW,31509,38.912659,-77.017669,YES,NO,,,NO,12,3,398467.594652,138310.701861,
129943115,233,15th & East Capitol St NE,31630,38.889908,-76.983326,YES,NO,,,NO,11,0,401446.571816,135785.141702,
129943116,234,8th & F St NE,31631,38.897274,-76.994749,YES,NO,,,NO,15,0,400455.50944,136602.706806,
129943117,235,18th St & Rhode Island Ave NE,31510,38.927095,-76.978924,YES,NO,,,NO,6,9,401827.519265,139913.282047,
129943118,236,15th & F St NE,31632,38.897195,-76.983575,YES,NO,,,NO,18,1,401424.823995,136594.052256,
129943119,237,12th & Irving St NE,31511,38.928644,-76.990955,YES,NO,,,NO,14,1,400784.283204,140085.062235,
129943120,239,Alabama & MLK Ave SE,31800,38.843222,-76.999388,YES,NO,,,NO,3,8,400053.129499,130602.519546,
129943121,240,Pleasant St & MLK Ave SE,31807,38.863897,-76.990037,YES,NO,,,NO,7,4,400864.666514,132897.638959,
129943122,241,Neal St & Trinidad Ave NE,31512,38.903732,-76.987211,YES,NO,,,NO,14,1,401109.309244,137319.661241,
129943123,242,12th & U St NW,31268,38.916787,-77.028139,YES,NO,,,NO,19,11,397559.688838,138769.171979,
129943124,243,S George Mason Dr & Four Mile Run,31063,38.852248,-77.105022,YES,NO,,,NO,6,5,390883.889557,131609.712531,
129943125,244,S Stafford & 34th St S,31064,38.834108,-77.087323,YES,NO,,,NO,5,6,392418.269895,129594.429037,
129943126,245,N Pershing Dr & Wayne St,31065,38.880705,-77.08596,YES,NO,,,NO,5,6,392541.481617,134766.917059,
129943127,246,Columbia Pike & S Orme St,31066,38.867262,-77.072315,YES,NO,,,NO,5,4,393724.239239,133273.617213,
129943128,247,3rd St & Pennsylvania Ave SE,31269,38.887378,-77.001955,YES,NO,,,NO,1,14,399830.385738,135504.161694,
129943129,248,8th & D St NW,31270,38.894851,-77.02324,YES,NO,,,NO,2,11,397983.927094,136333.978095,
129943130,249,3rd & Elm St NW,31118,38.917622,-77.01597,YES,NO,,,NO,14,0,398615.042702,138861.609,
129943131,250,Rhode Island Ave & V St NE,31513,38.918155,-77.004746,YES,NO,,,NO,2,16,399588.418394,138920.666022,
129943132,251,Constitution Ave & 2nd St NW/DOL,31271,38.892275,-77.013917,YES,NO,,,NO,0,26,398792.654907,136047.857181,
129943133,252,Washington & Independence Ave SW/HHS,31272,38.886978,-77.013769,YES,NO,,,NO,3,28,398805.4057,135459.846863,
129943134,253,Independence Ave & L'Enfant Plaza SW/DOE,31633,38.887312,-77.025762,YES,NO,,,NO,0,14,397764.907111,135497.148742,
129943135,254,Hamlin & 7th St NE,31514,38.927497,-76.997194,YES,NO,,,NO,6,8,400243.309461,139957.70027,
129943136,255,Columbia Pike & S Walter Reed Dr,31067,38.862478,-77.086599,YES,NO,,,NO,5,7,392484.117926,132743.637302,
129943137,256,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,31068,38.856319,-77.11153,YES,NO,,,NO,5,10,390319.535096,132062.292299,
129943138,257,Pershing & N George Mason Dr,31069,38.871822,-77.107906,YES,NO,,,NO,2,9,390636.121344,133782.859583,
129943139,258,Fenton St & New York Ave,32001,38.985404,-77.023082,YES,NO,,,NO,7,8,398000.175276,146386.158923,
129943140,259,Bethesda Ave & Arlington Rd,32002,38.981103,-77.097426,YES,NO,,,NO,9,10,391558.502289,145912.957516,
129943141,260,Montgomery Ave & Waverly St,32003,38.983838,-77.09221,YES,NO,,,NO,4,7,392010.750302,146216.099669,
129943142,261,Fallsgrove Blvd & Fallsgrove Dr,32004,39.096312,-77.192672,YES,NO,,,NO,9,10,383332.893638,158715.521576,
129943143,262,Traville Gateway Dr & Gudelsky Dr,32005,39.093783,-77.202501,YES,NO,,,NO,6,13,382482.013812,158436.611873,
129943144,263,Norfolk Ave & Fairmont St,32000,38.988562,-77.096539,YES,NO,,,NO,5,6,391636.232221,146740.897685,
129943145,264,E Montgomery Ave & Maryland Ave,32007,39.084125,-77.151291,YES,NO,,,NO,9,6,386910.314387,157355.871328,
129943146,265,Cordell & Norfolk Ave,32008,38.98954,-77.098029,YES,NO,,,NO,6,5,391507.260983,146849.602891,
129943147,266,Frederick Ave & Horners Ln,32009,39.094772,-77.145213,YES,NO,,,NO,5,6,387438.062154,158536.964747,
129943148,267,Philadelphia & Maple Ave,32010,38.98128,-77.011336,YES,NO,,,NO,6,9,399017.791983,145928.162706,
129943149,268,Maple & Ritchie Ave,32011,38.983627,-77.006311,YES,NO,,,NO,7,12,399453.20125,146188.660554,
129943150,269,Silver Spring Metro/Colesville Rd & Wayne Ave,32012,38.99521,-77.02918,YES,NO,,,NO,5,14,397472.192462,147474.873665,
129943151,270,Montgomery & East Ln,32013,38.983525,-77.095367,YES,NO,,,NO,5,6,391737.185619,146181.63464,
129943152,271,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,32014,38.961763,-77.085998,YES,NO,,,NO,5,13,392546.661108,143765.039518,
129943793,272,14th & Belmont St NW,31119,38.921074,-77.031887,YES,NO,,,NO,14,1,397234.815588,139245.171817,
129943794,273,3rd & Tingey St SE,31634,38.87501,-77.0024,YES,NO,,,NO,5,14,399791.741793,134131.220022,
129943795,274,10th & Florida Ave NW,31120,38.920387,-77.025672,YES,NO,,,NO,15,4,397773.747966,139168.739115,
129943796,275,Potomac Ave & 8th St SE,31635,38.876737,-76.994468,YES,NO,,,NO,0,15,400480.023549,134322.941861,
129943797,276,Crabbs Branch Way & Redland Rd,32015,39.120045,-77.156985,YES,NO,,,NO,6,9,386424.52769,161344.274408,
129943798,277,Fallsgrove Dr & W Montgomery Ave,32016,39.099376,-77.188014,YES,NO,,,NO,12,3,383736.534257,159054.823339,
129943799,278,Monroe St & Monroe Pl,32017,39.082779,-77.148827,YES,NO,,,NO,10,5,387123.255683,157206.09863,
129943800,279,Needwood Rd & Eagles Head Ct,32018,39.123513,-77.15741,YES,NO,,,NO,7,8,386388.439175,161729.331103,
129943801,280,East West Hwy & Blair Mill Rd,32019,38.990249,-77.02935,YES,NO,,,NO,5,10,397457.288627,146924.157779,
129943802,281,Crabbs Branch Way & Calhoun Pl,32020,39.107709,-77.152072,YES,NO,,,NO,9,6,386847.103756,159974.100231,
129943803,282,47th & Elm St,32021,38.982456,-77.091991,YES,NO,,,NO,2,13,392029.570275,146062.665079,
129943804,283,Garland Ave & Walden Rd,32022,39.000578,-77.00149,YES,NO,,,NO,2,12,399870.933877,148070.373065,
129943805,284,Montgomery College/W Campus Dr & Mannakee St,32023,39.095661,-77.159048,YES,NO,,,NO,9,12,386241.41121,158637.649231,
129943806,285,Fenton St & Gist Ave,32024,38.989724,-77.023854,YES,NO,,,NO,6,5,397933.414501,146865.738811,
129943807,286,Carroll & Westmoreland Ave,32025,38.975,-77.01121,YES,NO,,,NO,3,12,399028.623649,145231.020617,
129943808,287,Carroll & Ethan Allen Ave,32026,38.977933,-77.006472,YES,NO,,,NO,2,13,399439.207048,145556.572115,
129943809,288,Battery Ln & Trolley Trail,32027,38.992375,-77.100104,YES,NO,,,NO,8,7,391327.838605,147164.511035,
129943810,289,Norfolk & Rugby Ave,32028,38.990639,-77.100239,YES,NO,,,NO,2,9,391315.931747,146971.810664,
129943811,290,Offutt Ln & Chevy Chase Dr,32029,38.977093,-77.094589,YES,NO,,,NO,4,7,391803.85346,145467.550361,
129943812,291,Broschart & Blackwell Rd,32030,39.102099,-77.200322,YES,NO,,,NO,6,9,382672.540571,159359.374662,
129943813,292,Taft St & E Gude Dr,32031,39.094103,-77.132954,YES,NO,,,NO,7,8,388498.442253,158461.08173,
129943814,293,Fleet St & Ritchie Pkwy,32032,39.076331,-77.141378,YES,NO,,,NO,4,11,387766.645696,156489.268835,
129943815,294,Piccard & W Gude Dr,32033,39.102212,-77.177091,YES,NO,,,NO,12,7,384681.998078,159367.765283,
129943816,295,Ripley & Bonifant St,32034,38.992679,-77.029457,YES,NO,,,NO,4,11,397448.105821,147193.914993,
129943817,296,Georgia Ave & Spring St,32035,38.999388,-77.031555,YES,NO,,,NO,5,5,397266.611085,147938.742321,
129943818,297,Fenton St & Ellsworth Dr,32036,38.997033,-77.025608,YES,NO,,,NO,4,11,397781.684744,147677.152183,
129943819,298,King Farm Blvd & Pleasant Dr,32037,39.114688,-77.171487,YES,NO,,,NO,13,5,385169.333542,160751.834274,
129943820,299,King Farm Blvd & Piccard Dr,32038,39.110314,-77.182669,YES,NO,,,NO,7,8,384201.313111,160268.140207,
129943821,301,Calvert St & Woodley Pl NW,31121,38.923583,-77.050046,YES,NO,,,NO,0,18,395660.251948,139524.39869,
129943822,302,New Jersey Ave & N St NW/Dunbar HS,31636,38.90706,-77.015231,YES,NO,,,NO,16,3,398678.934962,137689.128779,
129943823,303,Nannie Helen Burroughs Ave & 49th St NE,31710,38.898536,-76.931862,YES,NO,,,NO,6,4,405910.674208,136744.991641,
129943824,304,Deanwood Rec Center,31711,38.908473,-76.933099,YES,NO,,,NO,5,10,405802.561474,137847.99933,
129943825,305,Hains Point/Buckeye & Ohio Dr SW,31273,38.878433,-77.03023,YES,NO,,,NO,8,9,397376.940214,134511.630481,
129943826,306,Arlington Blvd & Fillmore St,31070,38.873755,-77.089233,YES,NO,,,NO,6,5,392256.738153,133995.687305,
129943827,307,Long Bridge Park/Long Bridge Dr & 6th St S,31071,38.86646,-77.04826,YES,NO,,,NO,3,8,395811.773001,133183.210659,
129943828,308,Old Georgetown Rd & Southwick St,32039,38.999634,-77.109647,YES,NO,,,NO,2,16,390502.082293,147971.282401,
129943829,309,Friendship Blvd & Willard Ave,32040,38.96115,-77.088659,YES,NO,,,NO,4,15,392315.969556,143697.211469,
129943830,310,North Capitol St & G Pl NE,31637,38.899703,-77.008911,YES,NO,,,NO,0,19,399227.022204,136872.36983,
129943831,311,31st & Woodrow St S,31072,38.837666,-77.09482,YES,NO,,,NO,5,6,391767.761009,129990.040428,
129943832,312,Washington Blvd & Walter Reed Dr,31073,38.873219,-77.082104,YES,NO,,,NO,10,5,392875.308895,133935.606769,
129943833,313,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31074,38.869418,-77.095596,YES,NO,,,NO,10,5,391704.079999,133514.807159,
129943834,314,Connecticut Ave & Tilden St NW,31313,38.941154,-77.062036,YES,NO,,,NO,4,11,394621.862551,141475.569984,
129943835,315,Medical Center Dr & Key West Ave,32041,39.103091,-77.196442,YES,NO,,,NO,5,10,383008.3894,159468.769714,
129943836,316,Shady Grove Hospital,32042,39.097636,-77.196636,YES,NO,,,NO,8,11,382990.304631,158863.23308,
129943837,317,Veterans Pl & Pershing Dr,32043,38.997445,-77.023894,YES,NO,,,NO,3,8,397930.173451,147722.84809,
129943838,318,Rockville Metro East,32044,39.085394,-77.145803,YES,NO,,,NO,4,9,387385.360311,157495.973074,
129943839,319,1st & H St NW,31638,38.900358,-77.012108,YES,NO,,,NO,2,12,398949.71056,136945.112006,
129943840,320,Fort Totten Metro,31515,38.952369,-77.002721,YES,NO,,,NO,6,13,399764.143222,142718.711858,
129943841,321,Takoma Metro,31408,38.975219,-77.016855,YES,NO,,,NO,0,19,398539.47386,145255.406911,
129943842,322,Rhode Island Ave Metro,31516,38.920682,-76.995876,YES,NO,,,NO,8,10,400357.627981,139201.181649,
129943843,323,Rolfe St & 9th St S,31075,38.866471,-77.076131,YES,NO,,,NO,5,6,393392.999619,133186.079668,
129943844,324,Shirlington Transit Center / S Quincy & Randolph St,31076,38.839912,-77.087083,YES,NO,,,NO,6,9,392439.722245,130238.692484,
129943845,325,Shady Grove Metro West,32045,39.119765,-77.166093,YES,NO,,,NO,5,14,385636.846399,161314.584499,
129943846,326,River Rd & Landy Ln,32046,38.964992,-77.103381,YES,NO,,,NO,8,8,391040.504802,144125.05115,
129943847,327,Rockville Metro West,32047,39.084379,-77.146866,YES,NO,,,NO,7,12,387293.210073,157383.443191,
129943848,328,Bethesda Metro,32048,38.984691,-77.094537,YES,NO,,,NO,4,8,391809.23273,146310.997208,
129943849,329,Iwo Jima Memorial/N Meade & 14th St N,31077,38.88992,-77.071301,YES,NO,,,NO,5,13,393814.202365,135788.757399,
129943850,330,33rd & Water St NW,31314,38.903295,-77.065884,YES,NO,,,NO,17,2,394285.231694,137273.135212,
129943851,331,Duke St & John Carlyle St,31081,38.804378,-77.060866,YES,NO,,,NO,6,9,394713.171026,126292.341426,
129943852,332,Lee Hwy & N Cleveland St,31079,38.894941,-77.09169,YES,NO,,,NO,6,9,392045.892322,136347.70673,
129943853,333,Arlington Blvd & S George Mason Dr/NFATC,31078,38.869442,-77.104503,YES,NO,,,NO,2,8,390931.124677,133518.318476,
129943854,334,MLK Library/9th & G St NW,31274,38.898404,-77.024281,YES,NO,,,NO,17,5,397893.725122,136728.412829,
129943855,335,Lee Hwy & N Scott St,31080,38.897612,-77.080851,YES,NO,,,NO,7,8,392986.437932,136643.32023,
129943856,336,New Hampshire Ave & 24th St NW,31275,38.901755,-77.051084,YES,NO,,,NO,8,11,395568.885664,137101.360382,
129943857,337,Eisenhower Ave & Mill Race Ln,31082,38.801111,-77.068952,YES,NO,,,NO,10,5,394010.546178,125930.183529,
129943858,338,Potomac Greens Dr & Slaters Ln,31083,38.82175,-77.047494,YES,NO,,,NO,5,6,395875.667907,128220.05527,
129943859,339,Ballenger Ave & Dulaney St,31084,38.802677,-77.063562,YES,NO,,,NO,15,4,394478.864667,126103.679424,
129943860,340,Mount Vernon Ave & E Nelson Ave,31085,38.820064,-77.057619,YES,NO,,,NO,8,3,394996.304877,128033.404463,
129943861,341,Mount Vernon Ave & E Del Ray Ave,31086,38.82595,-77.058541,YES,NO,,,NO,9,5,394916.656428,128686.840032,
129943862,342,Monroe Ave & Leslie Ave,31087,38.820932,-77.053096,YES,NO,,,NO,15,0,395389.142994,128129.519941,
129943863,343,Mount Vernon Ave & Kennedy St,31088,38.833077,-77.059821,YES,NO,,,NO,8,7,394806.02748,129478.056658,
129943864,344,Court House Metro / 15th & N Uhle St,31089,38.890612,-77.084801,YES,NO,,,NO,0,21,392643.066504,135866.576154,
129943865,345,Washington Adventist U / Flower Ave & Division St,32049,38.986743,-77.000035,YES,NO,,,NO,6,8,399996.967657,146534.548291,
129943866,346,6th & S Ball St,31090,38.864702,-77.048672,YES,NO,,,NO,14,1,395775.913683,132988.078745,
129943867,347,McKinley St & Connecticut Ave NW,31315,38.96497,-77.075946,YES,NO,,,NO,6,13,393418.151311,144120.273619,
129943868,348,15th & L St NW,31276,38.90366,-77.034846,YES,NO,,,NO,0,22,396977.478449,137312.167823,
129943869,349,17th & G St NW,31277,38.89841,-77.039624,YES,NO,,,NO,0,31,396562.784601,136729.544729,
129943870,350,Spring St & Second Ave,32050,38.997653,-77.034499,YES,NO,,,NO,6,9,397011.520184,147746.232006,
129943871,351,18th & R St NW,31278,38.912648,-77.041834,YES,NO,,,NO,16,2,396371.800704,138310.163802,
129943872,352,S Joyce & 16th St S,31091,38.859254,-77.063275,YES,NO,,,NO,6,9,394508.147282,132384.088278,
129943873,353,Union Market/6th St & Neal Pl NE,31517,38.908008,-76.996985,YES,NO,,,NO,1,22,400261.503392,137794.258633,
